3	exponentially	/ˌek.spoʊˈnen.ʃəl.i/	(defn)	manual	Oxford	verb	These time lags are exponentially distributed. | to increase exponentially
22	evolved	/ɪˈvɒlvd/	(defn)	manual	Oxford	verb	The idea evolved (derivative) from a drawing I discovered in the attic. | The three species evolved (derivative) from a single ancestor.
27	persist	/pəˈsɪst/	(defn)	Oxford	Oxford	verb	Why do you persist (last) in blaming yourself for what happened? | The belief that the earth was flat persisted (last) for many centuries.
39	disconnected	/ˌdɪs.kəˈnek.tɪd/	(defn)	manual	Oxford	verb	First, disconnect the boiler from the water mains. (confused) | You may be disconnected (confused) if you do not pay the bill. | We were suddenly disconnected (confused). | I keep getting disconnected (confused) when I'm online.
40	disconnected	/ˌdɪs.kəˈnek.tɪd/	(defn)	manual	Oxford	verb	The ski had become disconnected (confused) from the boot. | It was the family's decision to disconnect her from the life support machine. (confused)
60	destined	/ˈdes.tɪnd/	(defn)	manual	Oxford	verb	He was destined (bound) for a military career, like his father before him. | goods destined (bound) for Poland
61	skyrocket	/ˈskaɪˌrɒk.ɪt/	(defn)	manual	Oxford	verb	Wages and prices have skyrocketed (grow).
65	domesticated	/dəˈmestɪkeɪtɪd/	(defn)	manual	Oxford	verb	Mammals were first domesticated (tame) for their milk.
66	domesticated	/dəˈmestɪkeɪtɪd/	(defn)	manual	Oxford	verb	Corn was domesticated (tame) more than 6 000 years ago. | He's been very hard to domesticate. (tame)
69	align	/əˈlaɪn/	(defn)	Oxford	Oxford	verb	Make sure the shelf is aligned (join) with the top of the cupboard. | Domestic prices have been aligned (join) with those in world markets.
70	ruminate	/ˈruː.mɪ.neɪt/	(defn)	manual	Oxford	verb	She ruminated (ponder) for weeks about whether to tell him or not.
88	irreversibly	/ˌɪr.ɪˈvɜːr.sə.bli/	(defn)	manual	Oxford	verb	irreversibly damaged
95	ingrained	/ɪnˈɡreɪnd/	(defn)	manual	Oxford	verb	The belief that we should do our duty is deeply ingrained (fixed) in most of us. | The belief that we should do our duty is deeply ingrained (fixed) in most of us.
102	supercharged	/ˌsuː.pɚˈtʃɑːrdʒd/	(defn)	manual	Oxford	verb	supercharged (boost) words, like ‘terrorism’ or ‘fascism’ | They hope the tax cut will supercharge growth in the economy. (boost)
108	soullessly	/ˈsoʊl.ləs.li/	(defn)	manual	Cambridge	verb	The majority of locals have left the area, leaving the new stadiums soullessly empty.
109	extrapolated	/ɪkˈstræp.ə.leɪ.t̬ɪd/	(defn)	manual	Oxford	verb	The figures were obtained by extrapolating from past trends. (generalize)
110	invading	/ɪnˈveɪd.ɪŋ/	(defn)	manual	Oxford	verb	Troops invaded on August 9th that year.
111	invading	/ɪnˈveɪd.ɪŋ/	(defn)	manual	Oxford	verb	Demonstrators invaded the government buildings. | Do the press have the right to invade her privacy in this way?
113	saturating	/ˈsætʃ.ə.reɪtɪŋ/	(defn)	manual	Oxford	verb	The continuous rain had saturated the soil. (= a large number of police officers were sent into) | Newspapers were saturated with reports about the royal wedding. (= a large number of police officers were sent into)
116	sustain	/səˈsteɪn/	(defn)	Oxford	Oxford	verb	Which planets can sustain (maintain) life? | She managed to sustain everyone's interest until the end of her speech. | The ice will not sustain your weight. | The court sustained his claim that the contract was illegal.
117	sustain	/səˈsteɪn/	(defn)	Oxford	Oxford	verb	The company sustained (maintain) losses of millions of dollars. | The evidence is not detailed enough to sustain (maintain) his argument.
119	eliminated	/iˈlɪm.ɪ.neɪ.tɪd/	(defn)	manual	Oxford	verb	Credit cards eliminate the need to carry a lot of cash. (obviate)
120	eliminated	/iˈlɪm.ɪ.neɪ.tɪd/	(defn)	manual	Oxford	verb	The police have eliminated (obviate) two suspects from their investigation. | All the English teams were eliminated (obviate) in the early stages of the competition.
121	eliminated	/iˈlɪm.ɪ.neɪ.tɪd/	(defn)	manual	Oxford	verb	Most of the regime's opponents were eliminated (obviate).
129	eliminate	/iˈlɪm.ɪ.neɪt/	(defn)	Oxford	Oxford	verb	Credit cards eliminate (get rid of) the need to carry a lot of cash. | Most of the regime's opponents were eliminated (get rid of).
130	eliminate	/iˈlɪm.ɪ.neɪt/	(defn)	Oxford	Oxford	verb	The police have eliminated (get rid of) two suspects from their investigation. | All the English teams were eliminated (get rid of) in the early stages of the competition.
132	dismantle	/dɪˈsmæn.təl/	(defn)	manual	Oxford	verb	I had to dismantle (disassemble) the engine in order to repair it. | The government was in the process of dismantling the state-owned industries. (disassemble)
136	acknowledge	/əkˈnɒl.ɪdʒ/	(defn)	Oxford	Oxford	verb	She refuses to acknowledge the need for reform. | The country acknowledged his claim to the throne. | All applications will be acknowledged. | I was standing right next to her, but she didn't even acknowledge me. | I gratefully acknowledge financial support from several local businesses.
145	teeming	/ˈtiː.mɪŋ/	(defn)	manual	Oxford	verb	The rain was teeming (abundant) down.
147	distinguish	/dɪˈstɪŋ.ɡwɪʃ/	(defn)	Oxford	Oxford	verb	At what age are children able to distinguish (make out) between right and wrong? | What was it that distinguished (differentiate) her from her classmates?
148	distinguish	/dɪˈstɪŋ.ɡwɪʃ/	(defn)	Oxford	Oxford	verb	I could not distinguish (make out) her words, but she sounded agitated. | She has already distinguished (differentiate) herself as an athlete.
149	inherently	/ɪnˈher.ənt.li/	(defn)	manual	Oxford	verb	an inherently unworkable system
151	harnessing	/ˈhɑː.nəs.ɪŋ/	(defn)	manual	Oxford	verb	We harnessed two ponies to the cart. (harness) | We must harness the skill and creativity of our workforce. (harness)
153	monitors	/ˈmɒn.ɪ.təz/	(defn)	manual	Oxford	verb	Each student's progress is closely monitored.
154	monitors	/ˈmɒn.ɪ.təz/	(defn)	manual	Oxford	verb	A police helicopter will be used to monitor crime hotspots. | We were warned by a friend in the government that our phone calls were being monitored.
155	absurdly	/əbˈsɜːd.li/	(defn)	manual	Oxford	verb	The paintings were sold for absurdly (madly) high prices.
164	colonize	/ˈkɒl.ə.naɪz/	(defn)	manual	Oxford	verb	The area was colonized (put down roots) by the Vikings. | The slopes are colonized (put down roots) by flowering plants.
166	devour	/dɪˈvaʊ.ɚ/	(defn)	manual	Oxford	verb	He devoured (engulf) half of his burger in one bite.
167	devour	/dɪˈvaʊ.ɚ/	(defn)	manual	Oxford	verb	She devoured (engulf) everything she could lay her hands on: books, magazines and newspapers. | Flames devoured (engulf) the house. | She was devoured (engulf) by envy and hatred.
176	linger	/ˈlɪŋɡər/	(defn)	Oxford	Oxford	verb	The faint smell of her perfume lingered (stay) in the room. | She lingered (stay) for a few minutes to talk to Nick. | His eyes lingered (stay) on the diamond ring on her finger. | He lingered (stay) on for several months after the heart attack.
179	detach	/dɪˈtætʃ/	(defn)	manual	Oxford	verb	You can detach the strap and carry the bag by the handle if you prefer. | She detached herself from his embrace. | Five destroyers were detached to carry out a bombardment of the port.
181	manipulate	/məˈnɪpjəleɪt/	(defn)	Oxford	Oxford	verb	She uses her charm to manipulate (operate) people. | Computers are very efficient at manipulating information. | She uses her charm to manipulate (operate) people.
184	superficially	/ˌsuː.pəˈfɪʃ.əl.i/	(defn)	manual	Oxford	verb	The fruit superficially (outwardly) resembles a blackberry. | A document of this length can only superficially (outwardly) address the topic. | The indigenous culture was only superficially (outwardly) affected by the Roman invasion. | He interacted only superficially (outwardly) with his co-workers.
186	daunting	/ˈdɑːn.tɪŋ/	(defn)	manual	Oxford	verb	She was a brave woman but she felt daunted by the task ahead. (intimidating) | Nothing daunted, the people set about rebuilding their homes. (intimidating)
195	validate	/ˈvæl.ɪ.deɪt/	(defn)	manual	Oxford	verb	to validate a contract
196	validate	/ˈvæl.ɪ.deɪt/	(defn)	manual	Oxford	verb	The research findings do not validate the claims made by the manufacturer. | Check that their courses have been validated by a reputable organization. | Be sure to validate your child's feelings—don't minimize them.
199	cram	/kræm/	(defn)	manual	Oxford	verb	He crammed (swot) eight people into his car. | He's been cramming (swot) for his exams all week.
210	transcribe	/trænˈskraɪb/	(defn)	manual	Oxford	verb	Clerks transcribe (record) everything that is said in court. | Clerks transcribe (record) everything that is said in court. | a piano piece transcribed (record) for the guitar
217	skimp	/skɪmp/	(defn)	manual	Oxford	verb	Older people should not skimp (be frugal) on food or heating.
219	affirm	/əˈfɜːm/	(defn)	manual	Oxford	verb	The decision was affirmed (confirm) by the Court of Appeal.
220	affirm	/əˈfɜːm/	(defn)	manual	Oxford	verb	Both sides affirmed (confirm) their commitment to the ceasefire. | We affirm (confirm) the principle that leaders must be chosen by the people and be accountable to the people. | They believe that it's important that parents affirm (confirm) their children as they are.
